well_id,well_name,location,decline_type,complication_type,month_index,date,oil_rate,gas_rate,water_rate,event_note
14,WELL-14,Cawthorne Channel,exponential,workover,8,2024-08-01,570.0,744.2,91.8,
14,WELL-14,Cawthorne Channel,exponential,workover,9,2024-09-01,551.6,777.5,96.4,
14,WELL-14,Cawthorne Channel,exponential,workover,10,2024-10-01,506.0,579.8,95.5,
14,WELL-14,Cawthorne Channel,exponential,workover,11,2024-11-01,476.0,664.4,96.6,
14,WELL-14,Cawthorne Channel,exponential,workover,12,2024-12-01,470.8,506.4,102.4,
14,WELL-14,Cawthorne Channel,exponential,workover,13,2025-01-01,466.6,630.7,108.5,
14,WELL-14,Cawthorne Channel,exponential,workover,14,2025-02-01,410.5,560.0,101.8,
14,WELL-14,Cawthorne Channel,exponential,workover,15,2025-03-01,537.5,752.6,141.8,Workover performed - production restored
14,WELL-14,Cawthorne Channel,exponential,workover,16,2025-04-01,534.1,643.9,149.5,
14,WELL-14,Cawthorne Channel,exponential,workover,17,2025-05-01,514.6,571.8,152.6,
14,WELL-14,Cawthorne Channel,exponential,workover,18,2025-06-01,486.1,542.6,152.4,
14,WELL-14,Cawthorne Channel,exponential,workover,19,2025-07-01,483.7,506.1,160.1,
14,WELL-14,Cawthorne Channel,exponential,workover,20,2025-08-01,413.3,597.0,144.2,
14,WELL-14,Cawthorne Channel,exponential,workover,21,2025-09-01,418.5,620.9,153.8,
14,WELL-14,Cawthorne Channel,exponential,workover,22,2025-10-01,409.1,541.7,158.1,
14,WELL-14,Cawthorne Channel,exponential,workover,23,2025-11-01,386.4,524.9,156.8,
14,WELL-14,Cawthorne Channel,exponential,workover,24,2025-12-01,361.0,540.3,153.8,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,1,2024-01-01,1132.6,1230.3,168.3,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,2,2024-02-01,1050.1,1138.2,170.1,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,3,2024-03-01,920.4,1036.7,161.6,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,4,2024-04-01,915.1,1211.5,173.5,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,5,2024-05-01,844.8,782.3,172.3,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,6,2024-06-01,784.6,1110.8,171.5,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,7,2024-07-01,801.3,834.1,187.2,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,8,2024-08-01,758.2,1012.0,188.8,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,9,2024-09-01,726.1,938.2,192.3,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,10,2024-10-01,685.8,951.9,192.7,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,11,2024-11-01,623.3,655.7,185.5,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,12,2024-12-01,604.9,723.9,190.4,Water breakthrough detected
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,13,2025-01-01,577.6,738.8,258.7,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,14,2025-02-01,589.5,665.8,360.3,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,15,2025-03-01,540.9,577.1,441.4,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,16,2025-04-01,515.5,599.1,557.1,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,17,2025-05-01,525.0,722.4,753.5,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,18,2025-06-01,466.1,547.0,902.3,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,19,2025-07-01,511.4,717.9,1378.2,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,20,2025-08-01,445.2,551.4,1774.0,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,21,2025-09-01,417.7,526.7,2779.6,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,22,2025-10-01,400.6,543.1,3605.5,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,23,2025-11-01,418.6,520.3,3767.2,
15,WELL-15,Robertkiri,hyperbolic,water_breakthrough,24,2025-12-01,410.5,486.0,3694.3,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,1,2024-01-01,612.8,708.9,111.2,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,2,2024-02-01,602.6,775.9,117.9,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,3,2024-03-01,599.9,560.5,126.0,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,4,2024-04-01,561.3,750.3,126.3,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,5,2024-05-01,587.3,661.2,141.0,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,6,2024-06-01,518.4,513.1,132.6,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,7,2024-07-01,497.4,648.5,135.1,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,8,2024-08-01,475.1,607.4,136.9,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,9,2024-09-01,480.5,650.6,146.5,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,10,2024-10-01,449.3,665.9,144.7,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,11,2024-11-01,453.6,496.3,154.1,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,12,2024-12-01,430.7,444.7,154.2,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,13,2025-01-01,422.2,545.4,159.0,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,14,2025-02-01,429.4,546.7,170.0,Water breakthrough detected
16,WELL-16,Diebu Creek,exponential,water_breakthrough,15,2025-03-01,382.0,527.3,209.0,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,16,2025-04-01,365.5,555.1,268.6,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,17,2025-05-01,394.6,580.8,384.7,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,18,2025-06-01,343.2,447.2,443.2,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,19,2025-07-01,377.3,572.8,652.5,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,20,2025-08-01,351.3,514.4,834.0,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,21,2025-09-01,328.1,494.5,1121.4,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,22,2025-10-01,329.8,435.0,1779.4,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,23,2025-11-01,322.9,420.2,2905.8,
16,WELL-16,Diebu Creek,exponential,water_breakthrough,24,2025-12-01,279.2,398.4,2513.2,
17,WELL-17,Belema,hyperbolic,shut_in,1,2024-01-01,850.0,857.5,70.3,
17,WELL-17,Belema,hyperbolic,shut_in,2,2024-02-01,756.3,987.1,71.5,
17,WELL-17,Belema,hyperbolic,shut_in,3,2024-03-01,713.0,673.2,76.0,
17,WELL-17,Belema,hyperbolic,shut_in,4,2024-04-01,727.5,732.8,86.6,
17,WELL-17,Belema,hyperbolic,shut_in,5,2024-05-01,685.3,763.5,90.2,
17,WELL-17,Belema,hyperbolic,shut_in,6,2024-06-01,701.3,749.3,101.4,
17,WELL-17,Belema,hyperbolic,shut_in,7,2024-07-01,654.0,809.2,103.3,
17,WELL-17,Belema,hyperbolic,shut_in,8,2024-08-01,614.4,768.8,105.3,
17,WELL-17,Belema,hyperbolic,shut_in,9,2024-09-01,572.4,600.6,106.1,
17,WELL-17,Belema,hyperbolic,shut_in,10,2024-10-01,553.5,676.1,110.5,
17,WELL-17,Belema,hyperbolic,shut_in,11,2024-11-01,0.0,0.0,0.0,Unplanned shut-in begins
17,WELL-17,Belema,hyperbolic,shut_in,12,2024-12-01,0.0,0.0,0.0,Shut-in
17,WELL-17,Belema,hyperbolic,shut_in,13,2025-01-01,0.0,0.0,0.0,Shut-in
17,WELL-17,Belema,hyperbolic,shut_in,14,2025-02-01,473.3,521.4,123.1,
17,WELL-17,Belema,hyperbolic,shut_in,15,2025-03-01,455.6,588.2,125.8,
17,WELL-17,Belema,hyperbolic,shut_in,16,2025-04-01,426.3,509.5,124.7,
17,WELL-17,Belema,hyperbolic,shut_in,17,2025-05-01,419.3,501.2,129.8,
17,WELL-17,Belema,hyperbolic,shut_in,18,2025-06-01,368.3,490.7,120.4,
17,WELL-17,Belema,hyperbolic,shut_in,19,2025-07-01,376.2,447.6,129.7,
17,WELL-17,Belema,hyperbolic,shut_in,20,2025-08-01,362.6,442.9,131.6,
17,WELL-17,Belema,hyperbolic,shut_in,21,2025-09-01,358.4,432.0,136.9,
17,WELL-17,Belema,hyperbolic,shut_in,22,2025-10-01,349.6,519.2,140.3,
17,WELL-17,Belema,hyperbolic,shut_in,23,2025-11-01,337.4,519.2,142.1,
17,WELL-17,Belema,hyperbolic,shut_in,24,2025-12-01,331.1,508.9,146.2,
18,WELL-18,Ubie,exponential,recompletion,1,2024-01-01,885.2,902.3,128.4,
18,WELL-18,Ubie,exponential,recompletion,2,2024-02-01,854.9,1137.7,135.4,
18,WELL-18,Ubie,exponential,recompletion,3,2024-03-01,864.6,819.0,148.6,
18,WELL-18,Ubie,exponential,recompletion,4,2024-04-01,876.1,1197.6,162.8,
18,WELL-18,Ubie,exponential,recompletion,5,2024-05-01,827.3,1079.3,165.5,
18,WELL-18,Ubie,exponential,recompletion,6,2024-06-01,787.5,859.6,169.0,
18,WELL-18,Ubie,exponential,recompletion,7,2024-07-01,758.4,781.1,174.1,
18,WELL-18,Ubie,exponential,recompletion,8,2024-08-01,735.0,964.2,180.0,
18,WELL-18,Ubie,exponential,recompletion,9,2024-09-01,690.3,764.3,179.9,
18,WELL-18,Ubie,exponential,recompletion,10,2024-10-01,582.8,632.0,161.2,
18,WELL-18,Ubie,exponential,recompletion,11,2024-11-01,580.6,757.3,170.2,
18,WELL-18,Ubie,exponential,recompletion,12,2024-12-01,582.8,788.2,180.7,
18,WELL-18,Ubie,exponential,recompletion,13,2025-01-01,520.8,647.3,170.5,
18,WELL-18,Ubie,exponential,recompletion,14,2025-02-01,554.4,674.8,191.5,
18,WELL-18,Ubie,exponential,recompletion,15,2025-03-01,512.8,790.7,186.5,
18,WELL-18,Ubie,exponential,recompletion,16,2025-04-01,899.6,1118.7,344.1,Well recompleted - new decline cycle begins
18,WELL-18,Ubie,exponential,recompletion,17,2025-05-01,852.3,906.3,342.6,
18,WELL-18,Ubie,exponential,recompletion,18,2025-06-01,830.7,1027.0,350.5,
18,WELL-18,Ubie,exponential,recompletion,19,2025-07-01,798.3,1068.2,353.1,
18,WELL-18,Ubie,exponential,recompletion,20,2025-08-01,722.8,1038.0,335.0,
18,WELL-18,Ubie,exponential,recompletion,21,2025-09-01,723.7,1072.9,351.1,
18,WELL-18,Ubie,exponential,recompletion,22,2025-10-01,654.3,995.9,332.1,
18,WELL-18,Ubie,exponential,recompletion,23,2025-11-01,639.0,820.8,339.1,
18,WELL-18,Ubie,exponential,recompletion,24,2025-12-01,610.2,984.2,338.4,
